path	provisional_role	review_coverage	lines	sha256	title
docs/research/cooking-alchemy-plan.md	research-or-decision-record	structural-only	386	11af22cc1b043382dca19ddf55fc21f3fa5724a27000234e66f77c12f69c7832	Creative plan: Cooking and Alchemy v1 (Round 7 deliverable R7-COOK)
docs/research/design-decisions-2026-08-review.md	historical-evidence	structural-only	410	bf3daa4b65d1fd8ce59ce86c2467f46817673482932951f9c4cb2ce68864bae8	WP40-Independent Design Rounds — Independent Review Evidence (2026-08)
docs/research/docs-alignment-2026-09-16-r4.md	research-or-decision-record	structural-only	375	4801aa825744a958db0254e9df9ac8e7a6e16edf659685c9a4fb901436b2c2fd	Docs alignment, round 4: what wave 3 shipped after the first sweep
docs/research/docs-alignment-2026-09-16.md	research-or-decision-record	structural-only	333	d0a238b03d6562c6494a19ad5a88155b7dc4efd3e7d3b4bb09c87b3c97b60a38	Docs and WP-planning alignment sweep, 2026-09-16
docs/research/fresh-server-cleanup-materials.md	research-or-decision-record	structural-only	77	61f053d4b444a2ff7390e0b0606d94e5a0fd1b9733c382a7656814eac7e2e9fe	Fresh-server cleanup: materials and camp anchor
docs/research/graphics-improvements.md	research-or-decision-record	structural-only	427	8030752fa78ba6846ffbca75ac42e0cb11665e4a5e6a5041a5d58aa4383ddb55	Graphics Improvements — Research
docs/research/hud-bars-task-card.md	work-brief-needs-status-check	structural-only	159	1afdbbb2e4c50cafae1e7c9efcbf6000a149b5d24d9a9a0831cb58d322151fcd	HUD bars — task card (2026-09-16)
docs/research/hud-bars.md	research-or-decision-record	structural-only	387	8dce079b21c9a00f2accbfd557b3d0dbd7d90ab7d46c05014f9f94a7812cf1de	HUD bars — what shipped (round 4, lane H, 2026-09-16)
docs/research/licensing.md	technical-reference	structural-only	130	af82b1e2eb1fd74b55b38f1af6444cd1f288d358bcbb46ce48a154b421094a03	Licensing Research — Grudgelands
docs/research/lord_of_the_test.md	technical-reference	structural-only	34	0f71be4455a9215e3923d86f751fb7f14f573dfacf4f2a273c2d70c2de343010	Lord of the Test Briefing
docs/research/luanti-lua.md	technical-reference	structural-only	401	1fa5a89806ea879e67d7b83eca561000367900f475f9fcdd759cbc11304e7823	The Lua environment inside Luanti
docs/research/luanti_engine_api.md	technical-reference	structural-only	139	98d35d01887df5a4ba676ad6a8186bbe24c2ad099f4f2fcff1b4f58a40b6373b	Luanti-Engine / Lua-API Briefing
docs/research/mapgen-control.md	research-or-decision-record	structural-only	2062	b18684bf582e36a98871924dd0b62dff2a5e2c1f16f085f62826e65fd553e247	Map Generation Control Feasibility Study
docs/research/mapgen-performance-exploration.md	research-or-decision-record	structural-only	428	a5e72a0c02c4ccf14291bc346660e0e10b7282108eb2f82c6d9a66beca89ecdc	Mapgen performance exploration (read-only Astra study, 2026-09-19)
docs/research/mob-candidates-evidence.md	historical-evidence	structural-only	380	4da1fe83e539d836fb67d6c2fa3db10d608dc5bded3a735b2d8c180644f3936f	Round 7 mob-candidate evidence
docs/research/mob-pressure-task-card.md	work-brief-needs-status-check	structural-only	436	09ceb8c12c75c6a5e7c80b831da237af3ab781fd5fd902d9e0ea9da423d8956c	Mob pressure — task card (2026-09-16)
docs/research/mob-pressure.md	research-or-decision-record	structural-only	559	3c77cd1f197779f7147f2289f8d84e1ee09bb50865a2532b2f0e4f162c05d23c	Mob pressure — what shipped (2026-09-16)
docs/research/mob-worlds-plan.md	research-or-decision-record	structural-only	339	0c9e030254406557ddeaa87261a3f9988a6ece8cd3270a9fb50bec2a8e9447bd	Creative plan: mobs and spawns — three worlds (Round 7 deliverable R7-MOB)
docs/research/mobs_redo.md	technical-reference	structural-only	16	09df44183cc263ff357565a8ec9e0c17f5a3d038e5305e84834643d7dbfd5e56	mobs_redo Briefing
docs/research/plants-and-potions-reference.md	research-or-decision-record	structural-only	530	475aa8337a7f78a5883c750e434d3a2de7db112e9ee3a07d1c397b128e4dbdde	Plants and Potions Reference Survey
docs/research/playtest12-audit/README.md	historical-evidence	structural-only	132	fcb616f126c98515406854ea801e5809eea607e1e1b68a3dc34cd3d3f089f051	Playtest 12 design-to-code audit — 2026-09-20
docs/research/playtest12-audit/gameplay.md	historical-evidence	structural-only	151	e24a6b384daf1fbc661d5915876c52793a17030400f17457755e6ce0436bc74e	Coverage matrix
docs/research/playtest12-audit/process.md	historical-evidence	structural-only	150	69149137f6d8f340a3f85cc224e7e1366d00f24254f9ec58587de670755bb090	Round 9 process-authority audit
docs/research/playtest12-audit/professions.md	historical-evidence	structural-only	181	30ef8b8ec6659ffaa11dc8c439763d4ffac0a87fb8f1a70b6d11fd9ec7b1bdf9	Coverage matrix
docs/research/playtest12-audit/world.md	historical-evidence	structural-only	110	8d41ab3844ca339a9d527ac2af2ba4c39015cfecd90ec2b8ba2b7af301efe9ff	Summary
docs/research/post-wp40-planning-review.md	historical-evidence	structural-only	99	10f8d33a092077c85635f2f22f8e8120c7621f9f62c1ae7ee45046d8a7868e0a	Post-WP40 Planning Pass — Independent Review Record
docs/research/post-wp40-readiness.md	research-or-decision-record	structural-only	287	29e8a49b265ad6613ff5c254d9a839a01da7efd4ff6a5405d39ed2d7dcd39f49	Post-WP40 Readiness — Sequence, Handoff Cards and Critical Path
docs/research/r10-capital-services.md	research-or-decision-record	structural-only	104	fa8f1eed53b57748f403f0fa390839e8d3bf6d46681ceebe973f0175ca6a198b	Round 10 capital services
docs/research/r10-equipment.md	research-or-decision-record	structural-only	79	4b78273911dc1f6203b10c7adf051e635c8ed81252fa1f116de2adf425eade36	Round 10 equipment delivery evidence
docs/research/r10-farming-completion.md	historical-evidence	structural-only	50	89865262a4ee68f132679bafddb173cb8af5a7f49a988e5c09ff46d24549b81a	Round 10 farming completion
docs/research/r10-gameplay.md	research-or-decision-record	structural-only	94	780f4122358f59985e86773949b2b59ec04a63e7f059bcd58af2982701619837	Round 10 gameplay implementation record
docs/research/r10-visuals.md	research-or-decision-record	structural-only	111	29a2285a49bbac70609999af633b084009fa6f91a6e273f587af40b2a43302d3	R10 nonweapon visual correction record
docs/research/r10-world-content.md	research-or-decision-record	structural-only	148	23e353dcb9619064bb11b5b1702753cc203623141b2b53fb4622064f4a724835	Round 10 — world content and farming integration
docs/research/r10-world-corrections.md	research-or-decision-record	structural-only	117	e7568bd6b9006d83ef7a19667838fda1b5f2262b474f5263f0d8af347d893687	Round 10 world corrections
docs/research/r9-perf-completion.md	historical-evidence	structural-only	105	843b129e7ca135664f8768efee09722df83276baa6cd6ca5c333a6520e543796	R9-PERF completion record — 2026-09-20
docs/research/r9-perf-review.md	historical-evidence	structural-only	55	de399d06fe2ff7a8be7107f31011227e119d2e2cc45b7b5503fc9c6c61962b51	Independent R9-PERF Review
docs/research/reference-media-candidates.md	research-or-decision-record	structural-only	245	83790c3011672285d37a79e0e30ece8b310422e17876630ed3a502b41f5e5bc0	Reference-media candidates: `wildlife` and `forgotten_monsters_reworked`
docs/research/round10-closeout.md	research-or-decision-record	structural-only	133	0d21961bdfe3937a2f24f62b1327b25840a8acdc61fbb35b53c3d72a548f49bf	Round 9/10 decision reconciliation
docs/research/round10-decisions.md	research-or-decision-record	structural-only	202	683ddc636d5001958ca5f0559c1623a26bad96d0309bc50caa2a6b9b838f6f6d	TODO — Round 10 scope and Playtest 12 follow-ups
docs/research/round10-execution.md	research-or-decision-record	structural-only	192	4db0638d3cc728e8f9af388dc5b221b1097140d1efd276c34c316015fe0b0f4d	Round 10 execution and resumption record
docs/research/round10-final-completion.md	historical-evidence	structural-only	106	3711a9d32f8e5c02ba8d101b5a38620793a664390ca10013001673eb611aaf18	Round 10 technical completion
docs/research/round10-next-playtest.md	research-or-decision-record	structural-only	92	c79f2fc624f7e6f67ee0b0aabe5482e09a5bc984377a465713bc2f406ec738a4	Round 10 fresh-world playtest checklist
docs/research/round10-reviews/README.md	historical-evidence	structural-only	86	bd44e1069bbfe75eb0bd09c7afadb1cf691ff7ba1690e96d03dcb91550a0da4b	Round 10 independent review records
docs/research/round10-reviews/art-integration-review.md	historical-evidence	structural-only	62	ecb0b5c7d39ec6154f249f75f18b23fef65334ee2c4b8530385ba0912dcb398c	Independent ART integration merge review
docs/research/round10-reviews/art-license-preflight.md	historical-evidence	structural-only	145	39818126076ba5bd2993f8673444823ad94cc34f0126606b03710f8601be203a	R10 ART immutable-source licence preflight
docs/research/round10-reviews/art-review.md	historical-evidence	structural-only	132	a0f83ebc5aaaa189f0181f2458472e8abc68801c176dd9958babab6ec676becf	Independent ART review
docs/research/round10-reviews/authority-refresh-review.md	historical-evidence	structural-only	37	f43f661ce77e66dbd8246e8f0df6d4c5b3f5f784a7057d885a678cc3bf2e391c	Independent AGENTS authority refresh review
docs/research/round10-reviews/banner-fixture-review.md	historical-evidence	structural-only	59	95a5c971962dace5d085b2580c703b390bb2caf8a31920ac6a80e1417c1bdbcf	Independent integration micro-fix review
docs/research/round10-reviews/cap-review.md	historical-evidence	structural-only	69	6ff12bf274f182f3d7484cf21bc435797deef7e9b57b59e87f60ae38273994d1	Independent CAP source review
docs/research/round10-reviews/capital-current-baseline-review.md	historical-evidence	structural-only	39	e74fa97f6a9b34ffd28f2d2df7239f746b104b50819f9550342a900edd21070d	Independent current capital baseline review
docs/research/round10-reviews/capital-overlay-attribution-review.md	historical-evidence	structural-only	30	46185819e0f64c854f5e51c3b7140d04be98e019f04aba5de4f7ccc67f977a71	Independent capital overlay attribution review
docs/research/round10-reviews/capital-phase-review.md	historical-evidence	structural-only	49	6a3b8e2b74fb9e27d8ca52d48e471d3502d03e9fb9c75c09e76989a0d1dc22e3	Capital avenue phase correction review
docs/research/round10-reviews/close-final-review.md	historical-evidence	structural-only	46	8a6b5779edbf0c83e2d80148b8f0cbf0204d6ea59c42a663557db64e7f3804a3	Independent CLOSE final documentation review
docs/research/round10-reviews/close-review.md	historical-evidence	structural-only	31	35bb87eef9bcd281909c1ca4df763eb21e200f6128bfb7e153187bd58dd1907c	Independent CLOSE documentation review
docs/research/round10-reviews/display-placement-review.md	historical-evidence	structural-only	46	c6a77722c3d599519f9c9475dfdf59d3b302121c44f8e5c312cc33e18d773bb8	Capital display placement crash review
docs/research/round10-reviews/engine-gates-review.md	historical-evidence	structural-only	91	a25598c9dd85923415925a11b4785d0e1db2831c9dc9bff3cc8b04cee95b493b	Independent ENGINE-gates source review
docs/research/round10-reviews/equip-review.md	historical-evidence	structural-only	31	5b5d24ef784314191b910ab36d8c19f14c81a2c3146dbf45286b45c3b5be07ff	Independent EQUIP review
docs/research/round10-reviews/farm-review.md	historical-evidence	structural-only	34	c291cd70787b68a8eb3d84c0664d9ffd3012e1928d677ea07018754e42ee0e61	Independent FARM review
docs/research/round10-reviews/final-applied-docs-review.md	historical-evidence	structural-only	39	1008f3313412b3ca785f1e928a2a451e1812c3f59fd24bf9d967d1fa9c3228f8	Round 10 final applied-document byte review
docs/research/round10-reviews/final-capital-engine-review-correction-2026-09-20.md	historical-evidence	structural-only	38	86ed1948ff481836eb720dba4975781cc5f4d4fdc0f63209440f38020bcf103c	Correction to the final six-capital engine evidence review
docs/research/round10-reviews/final-capital-engine-review.md	historical-evidence	structural-only	44	60b5107d774bacc66d0251b15526701483bfcede0396f62f13586423e7e4e241	Final six-capital engine evidence review
docs/research/round10-reviews/final-docs-delivery-template-review.md	historical-evidence	structural-only	42	1eff4317b002bf1785816b3a1527a66a8c1a22c4c505d8b85ef3931bcb17a1ef	Round 10 conditional delivery-document review
docs/research/round10-reviews/final-docs-staged-review.md	historical-evidence	structural-only	31	23b0575e617ed336e9517092d74d670c440a91195bfdb3f17c9ab6e8d56bcd85	Round 10 staged final-documentation review
docs/research/round10-reviews/final-dynamic-docs-review.md	historical-evidence	structural-only	47	7b4a174e51a50265f866e593c5ea5ee18bbe4a253b12f8aa90b539b760d8df9f	Round 10 final dynamic documentation review
docs/research/round10-reviews/final-evidence-review.md	historical-evidence	structural-only	47	4adf841015629aa66b1443bd4eb6ff83e5cff5304611dbddea16fbc226853eba	Independent Round 10 final evidence review
docs/research/round10-reviews/final-runner-review.md	historical-evidence	structural-only	72	4e61ae5c8a27044961de1f92954189c58a913a752edbcadb5a9d5d8877b721e0	Independent final-runner composition review
docs/research/round10-reviews/final-static-review.md	historical-evidence	structural-only	39	ce547e35236f279dbcb4f154d3c3e62823270562ffaab27a4f2577ebe4674dee	Round 10 final static-artifact review
docs/research/round10-reviews/final-v3-runtime-review.md	historical-evidence	structural-only	56	7d1568fcaab997d34118cf60d22b3629e9077c3e2bb9f022681fd5260dc650d2	Round 10 final v3 artifact review
docs/research/round10-reviews/game-rereview-final.md	historical-evidence	structural-only	22	4a77491bb4ea18daf135c62792b9a99be28971578f22cea800a2145025da9795	Final focused independent GAME re-review
docs/research/round10-reviews/game-rereview.md	historical-evidence	structural-only	64	b5de67cbd8bfd5dbc3968c3683f1b1dd29b66e034fe93466af45a85fee4e9a5d	Focused independent GAME re-review
docs/research/round10-reviews/game-review.md	historical-evidence	structural-only	107	f0e9ea77f3629a19cea74978f8d301046bab4d1359ae6fc5e0b862ca1c030d0f	Independent GAME review
docs/research/round10-reviews/map-b-review.md	historical-evidence	structural-only	153	364ad73d15bfa5f8f48f2edf8275b050319896627dec38a32f47af79fb3daa89	Independent MAP-B review
docs/research/round10-reviews/phase-hash-root-review.md	historical-evidence	structural-only	22	bed42dfd4e58de5cc3dc2b5c2bd9080339d6280e5cb1b4e9b95e57fdc536f590	Capital phase input-root review
docs/research/round10-reviews/shared-fixtures-review.md	historical-evidence	structural-only	73	eaeb2b7bf05b4eaefc3b91edad725796612cda8a5b7a8a7cb2cb828998c1f8ae	Independent shared-fixture integration review
docs/research/round10-reviews/six-start-engine-review.md	historical-evidence	structural-only	40	d74c9ee0ec2191337132fe380689abf5d1d3858538f4039b9d7af952558bec5a	Six-start engine evidence review
docs/research/round10-reviews/world-review.md	historical-evidence	structural-only	75	e71008588cfa0dca1c2541ec44842a46ec6f3bf0e84486b30f5cfafc8c5521f9	Independent WORLD review
docs/research/round11-art-brief.md	research-or-decision-record	structural-only	19	304aeb228b27bd9369a8a5f0d92779f12f7dcc24543fe8de6a6726820bf30ac3	Round 11 ART handoff
docs/research/round11-art-evidence.md	historical-evidence	structural-only	67	aa9c4295a0865dd87141590e4fa28258e4166db53207f20e0e35541bd725a36b	Round 11 ART implementation evidence
docs/research/round11-combat-evidence.md	historical-evidence	structural-only	89	013a9d2a08d1f7463dfa751bf38f5d2e1502cec468d504edbde151a75986b5cb	Round 11 COMBAT evidence
docs/research/round11-completion.md	historical-evidence	structural-only	147	e3ce6407e2d580b89b9871faffdc8b9ebc366a47974d0739e61f068b1c9bb258	Round 11 completion
docs/research/round11-execution.md	research-or-decision-record	structural-only	443	4435f5ff64252c78044bb1a511c439d803dc278a1ed3207bca2f425e54d789d8	Round 11 execution checkpoint
docs/research/round11-farm-evidence.md	historical-evidence	structural-only	90	e0a8ee591de02a6b71bce4508892259996ce4d5addf6a4a5aedb491bd9f27886	Round 11 FARM implementation evidence
docs/research/round11-followup-bow.md	research-or-decision-record	structural-only	85	06d97cbef36bb72c3714db6768c1b9cc381cd40792d1aa5453b30906f8c49595	Round 11 Scout bow presentation follow-up
docs/research/round11-followup-review.md	historical-evidence	structural-only	75	84c9427b480e20b3c441c4b8e38cf2da5c36aa26a16ec2be48f7ba99f2160724	Independent review — Round 11 playtest follow-ups
docs/research/round11-followup-trainers.md	research-or-decision-record	structural-only	49	9db19537da3f76d7987946c9bb965d8f980c75c0a7ebe177acf7414f84e01367	Round 11 playtest follow-up: capital trainers and Leatherworker sign
docs/research/round11-game-evidence.md	historical-evidence	structural-only	95	fa8ac778e52d734e9485318f00cba6775938c46e857b34289741442a8a591aaf	Round 11 GAME evidence
docs/research/round11-gear-evidence.md	historical-evidence	structural-only	44	4f66e41a1d12b3c0ec1563784d389527fcac9a2801fbd11d65ec4de062877b2c	Round 11 equipment implementation evidence
docs/research/round11-initial-diagnosis.md	research-or-decision-record	structural-only	174	b8b39347ed10a549a3a570597fca651fe341ac677193e54c4da67dc11c3695fd	Round 11 initial read-only diagnosis (historical)
docs/research/round11-interaction-followups.md	research-or-decision-record	structural-only	65	d767f5bb0fcd31e33a54e749a8de66dca772c58a23ba7663404bfe59fb8205eb	Round 11 interaction followups
docs/research/round11-interaction-review.md	historical-evidence	structural-only	38	b9d0ee31575bb600070409d3348c5cfc918c0c181e450f5dfd37a7c872225c5f	Independent review — Round 11 interaction follow-ups
docs/research/round11-next-playtest.md	research-or-decision-record	structural-only	136	577baa74f426ae120a90f878b220e5620952a139904484dcee41472fdc8f664b	Round 11 fresh-world playtest checklist
docs/research/round11-plan/README.md	research-or-decision-record	structural-only	295	e34d2a60de6b3a26866db97f6bf6cb81eb1d4b3eb778873b6740e715230a426d	Round 11 execution plan
docs/research/round11-plan/combat.md	research-or-decision-record	structural-only	220	788252021d900e790064d978df8b689009d112fa7ef133546e76583bbd50d278	Round 11 armor and small creature-presentation plan
docs/research/round11-plan/gear.md	research-or-decision-record	structural-only	224	2caff3d1c32aff07235acb0aad4c560e8e451ec1085364f4618ed7915f977dda	Round 11 AFF / GEAR / SCOUT implementation proposal
docs/research/round11-plan/review/art-final.md	historical-evidence	structural-only	28	bdeb447f89f206307290f0977aeed4aba4f5b85603edd6ce7a298d568435b7dc	Round 11 ART independent review — final focused rereview
docs/research/round11-plan/review/art-initial.md	historical-evidence	structural-only	26	1edbe80437ede9cdb7b4a8f25d72e63c3609dd445f5040d870f9a45c71d6592f	Round 11 ART independent review
docs/research/round11-plan/review/combat-final.md	historical-evidence	structural-only	35	630cc2246ecb142f1e06a027f4eb46dc82f977f3be5d1aa7e4b6e7d1d95a3a7b	Round 11 COMBAT independent review
docs/research/round11-plan/review/engine-probe-static.md	historical-evidence	structural-only	23	bd31a3498c699f2d18eed2a8f94f687404b92c30c0417fec7e80829a4beb1982	Independent Round 11 engine-probe review
docs/research/round11-plan/review/farm-final.md	historical-evidence	structural-only	28	65dd3d7ee28d763255d7af81ebb4e36d76bd79205b61bdd4e2152d942a05294b	Independent Round 11 FARM final review
docs/research/round11-plan/review/farm-initial.md	historical-evidence	structural-only	51	7ec154fdc8f58372d3c6d2ebc0f66bda93a3427ea14840fb77b0b0c19123154d	Independent Round 11 FARM review
docs/research/round11-plan/review/game-final.md	historical-evidence	structural-only	166	806bfb5f5e021f64cc1ee849170a705c4e5c396a3840b02ca10e0dad1bda5685	Round 11 GAME independent review
